степен,застроена_площ_m2,в_кадастъра,кадастрален_номер,имот,разрешение_за_строеж,брой_разрешения,последно_разрешение,акт16,УПИ,квартал_по_регулация,етажи_по_кадастър,жилища_по_кадастър,код_зона,устройствен_режим,район,квартал,източник,lon,lat
висока,222.0,не,,44063.6232.52,,,,,,,,,Тзсп,терени за специални зелени площи,Панчарево,м. Долни Лозен - м. БЧК,картирана в OSM,23.51537,42.599346
висока,222.0,не,,00357.5326.19,,,,,,,,,Ссб,земеделска зона без право на застрояване,Нови Искър,Хидропарк Искър - Кубратово - Нови Искър,само от сателит,23.381652,42.796725
висока,220.0,не,,00357.5146.3,,,,,,,,,Ссб,земеделска зона без право на застрояване,Нови Искър,гр. Нови Искър - кв. Славовци - разширение,само от сателит,23.331699,42.800555
висока,220.0,не,,44063.6232.52,,,,,,,,,Тзсп,терени за специални зелени площи,Панчарево,м. Долни Лозен - м. БЧК,картирана в OSM,23.515272,42.598204
висока,219.0,не,,68134.8581.115,,,,,,,,,Зп,зона на градски паркове и градини,Кремиковци,Хидропарк Искър - част Летище север,само от сателит,23.41851,42.705101
висока,218.0,не,,04234.6074.309,,,,,,,,,Рпп,природни паркове,Панчарево,Планина Витоша - р-н Панчарево,картирана в OSM,23.318395,42.587484
висока,218.0,не,,68134.4362.13,,,,,,,,,Тзв,"терени за зелени връзки и озеленяване на улици, реки и дерета и открити канали",Люлин,кв. Люлин - разширение - юг,само от сателит,23.237279,42.712228
висока,218.0,не,,68134.1500.453,,0.0,,1.0,,,,,Тзв,"терени за зелени връзки и озеленяване на улици, реки и дерета и открити канали",Искър,ж.к. Дружба 1 - изток,картирана в OSM,23.39107,42.663152
висока,218.0,не,,68134.8589.134,,,,,,,,,Ссб,земеделска зона без право на застрояване,Кремиковци,зем. земи кв. Бусманци - Враждебна,само от сателит,23.441553,42.697905
висока,217.0,не,,02659.2193.463,,,,,,,,,Тзв,"терени за зелени връзки и озеленяване на улици, реки и дерета и открити канали",Банкя,гр. Банкя,картирана в OSM,23.143906,42.707603
висока,217.0,не,,68134.1007.2188,,,,,,,,,Зп,зона на градски паркове и градини,Триадица,Южен парк част 3,картирана в OSM,23.304713,42.656485
висока,217.0,не,,22472.7448.174,,,,,,,,,Ссб,земеделска зона без право на застрояване,Панчарево,Хидропарк Искър - Вододайна зона яз. Искър,картирана в OSM,23.614381,42.429806
висока,217.0,не,,68134.8575.36,,,,,,,,,Зп,зона на градски паркове и градини,Кремиковци,Хидропарк Искър - част Летище север,картирана в OSM,23.417618,42.700893
висока,217.0,не,,22304.7980.591,,,,,,,,,Зп*,зона на градски паркове и градини,Кремиковци,"с. Д.Богров, Блатата Кривина",само от сателит,23.466517,42.706445
висока,216.0,не,,29150.7110.1239,,,,,,,,,Ссб,земеделска зона без право на застрояване,Панчарево,Плана планина,само от сателит,23.381254,42.509874
висока,214.0,не,,49597.1718.39,,,,,,,,,Ссб,земеделска зона без право на застрояване,Витоша,"с. Владая, м. Краище",само от сателит,23.174118,42.607103
висока,214.0,не,,68134.1111.342,,,,,,,,,Зп,зона на градски паркове и градини,Красна поляна,Западен парк - разш. Малка Коньовица 1,само от сателит,23.249676,42.696142
висока,213.0,не,,16448.7852.9,,,,,,,,,Тзв,"терени за зелени връзки и озеленяване на улици, реки и дерета и открити канали",Кремиковци,м. Хан Богров - ПЗ,картирана в OSM,23.529035,42.701671
висока,212.0,не,,12084.2700.1871,,,,,,,,,Тзв,"терени за зелени връзки и озеленяване на улици, реки и дерета и открити канали",Връбница,с. Волуяк,само от сателит,23.241665,42.77486
